    INFO: 2025-11-07 06:15:12,616:               log.py:   20: Logging to C:\DataOps\dbt_airflow_project\mdpdf.log
   DEBUG: 2025-11-07 06:15:13,953:      pdf_renderer.py:  470: printSegment: Domain Ownership:
   DEBUG: 2025-11-07 06:15:13,954:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,954:      pdf_renderer.py:  470: printSegment: Teams own their data
   DEBUG: 2025-11-07 06:15:13,955:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,956:      pdf_renderer.py:  470: printSegment: Domain experts manage quality
   DEBUG: 2025-11-07 06:15:13,957:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,957:      pdf_renderer.py:  470: printSegment: Decentralized responsibility
   DEBUG: 2025-11-07 06:15:13,958:      pdf_renderer.py:  470: printSegment:  2 
   DEBUG: 2025-11-07 06:15:13,958:      pdf_renderer.py:  470: printSegment: Data as a Product:
   DEBUG: 2025-11-07 06:15:13,959:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,960:      pdf_renderer.py:  470: printSegment: Discoverable
   DEBUG: 2025-11-07 06:15:13,960:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,961:      pdf_renderer.py:  470: printSegment: Addressable
   DEBUG: 2025-11-07 06:15:13,962:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,962:      pdf_renderer.py:  470: printSegment: Trustworthy
   DEBUG: 2025-11-07 06:15:13,963:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,963:      pdf_renderer.py:  470: printSegment: Self-describing
   DEBUG: 2025-11-07 06:15:13,964:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,965:      pdf_renderer.py:  470: printSegment: Secure
   DEBUG: 2025-11-07 06:15:13,965:      pdf_renderer.py:  470: printSegment:  3 
   DEBUG: 2025-11-07 06:15:13,966:      pdf_renderer.py:  470: printSegment: Self-Service Platform:
   DEBUG: 2025-11-07 06:15:13,967:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,967:      pdf_renderer.py:  470: printSegment: Common infrastructure
   DEBUG: 2025-11-07 06:15:13,968:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,969:      pdf_renderer.py:  470: printSegment: Standardized tools
   DEBUG: 2025-11-07 06:15:13,969:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,970:      pdf_renderer.py:  470: printSegment: Automated governance
   DEBUG: 2025-11-07 06:15:13,970:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,970:      pdf_renderer.py:  470: printSegment: Easy to use
   DEBUG: 2025-11-07 06:15:13,971:      pdf_renderer.py:  470: printSegment:  4 
   DEBUG: 2025-11-07 06:15:13,972:      pdf_renderer.py:  470: printSegment: Federated Governance:
   DEBUG: 2025-11-07 06:15:13,972:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,973:      pdf_renderer.py:  470: printSegment: Global standards
   DEBUG: 2025-11-07 06:15:13,973:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,974:      pdf_renderer.py:  470: printSegment: Local implementation
   DEBUG: 2025-11-07 06:15:13,974:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,975:      pdf_renderer.py:  470: printSegment: Automated compliance
   DEBUG: 2025-11-07 06:15:13,976:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,976:      pdf_renderer.py:  470: printSegment: Interoperability
   DEBUG: 2025-11-07 06:15:13,977:      pdf_renderer.py:  470: printSegment: When to Use:
   DEBUG: 2025-11-07 06:15:13,977:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,978:      pdf_renderer.py:  470: printSegment: Large organizations
   DEBUG: 2025-11-07 06:15:13,978:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,979:      pdf_renderer.py:  470: printSegment: Multiple domains
   DEBUG: 2025-11-07 06:15:13,979:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,980:      pdf_renderer.py:  470: printSegment: Distributed teams
   DEBUG: 2025-11-07 06:15:13,980:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,981:      pdf_renderer.py:  470: printSegment: Complex data landscape
   DEBUG: 2025-11-07 06:15:13,981:      pdf_renderer.py:  470: printSegment: Our Project Architecture
   DEBUG: 2025-11-07 06:15:13,982:      pdf_renderer.py:  470: printSegment: What We
   DEBUG: 2025-11-07 06:15:13,982:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2025-11-07 06:15:13,983:      pdf_renderer.py:  470: printSegment: re Building:
   DEBUG: 2025-11-07 06:15:13,984:      pdf_renderer.py:  470: printSegment: ┌─────────────────────────────────────────────┐
   DEBUG: 2025-11-07 06:15:13,985:      pdf_renderer.py:  470: printSegment: │         SQL Server (AdventureWorks)         │
   DEBUG: 2025-11-07 06:15:13,986:      pdf_renderer.py:  470: printSegment: │              Source Database                │
   DEBUG: 2025-11-07 06:15:13,986:      pdf_renderer.py:  470: printSegment: └──────────────────┬──────────────────────────┘
   DEBUG: 2025-11-07 06:15:13,987:      pdf_renderer.py:  470: printSegment:                    │
   DEBUG: 2025-11-07 06:15:13,987:      pdf_renderer.py:  470: printSegment:                    │ Raw Tables
   DEBUG: 2025-11-07 06:15:13,988:      pdf_renderer.py:  470: printSegment:                    │
   DEBUG: 2025-11-07 06:15:13,989:      pdf_renderer.py:  470: printSegment: ┌──────────────────▼──────────────────────────┐
   DEBUG: 2025-11-07 06:15:13,990:      pdf_renderer.py:  470: printSegment: │              DBT Project                    │
   DEBUG: 2025-11-07 06:15:13,990:      pdf_renderer.py:  470: printSegment: │  ┌─────────────────────────────────────┐   │
   DEBUG: 2025-11-07 06:15:13,991:      pdf_renderer.py:  470: printSegment: │  │  Staging Layer (Views)              │   │
   DEBUG: 2025-11-07 06:15:13,992:      pdf_renderer.py:  470: printSegment: │  │  - stg_customers                    │   │
   DEBUG: 2025-11-07 06:15:13,993:      pdf_renderer.py:  470: printSegment: │  │  - stg_orders                       │   │
   DEBUG: 2025-11-07 06:15:13,993:      pdf_renderer.py:  470: printSegment: │  │  - stg_products                     │   │
   DEBUG: 2025-11-07 06:15:13,994:      pdf_renderer.py:  470: printSegment: │  └──────────────┬──────────────────────┘   │
   DEBUG: 2025-11-07 06:15:13,995:      pdf_renderer.py:  470: printSegment: │                 │                           │
   DEBUG: 2025-11-07 06:15:13,995:      pdf_renderer.py:  470: printSegment: │  ┌──────────────▼──────────────────────┐   │
   DEBUG: 2025-11-07 06:15:13,996:      pdf_renderer.py:  470: printSegment: │  │  Intermediate Layer (Views)         │   │
   DEBUG: 2025-11-07 06:15:13,997:      pdf_renderer.py:  470: printSegment: │  │  - int_customer_metrics             │   │
   DEBUG: 2025-11-07 06:15:13,998:      pdf_renderer.py:  470: printSegment: │  │  - int_product_performance          │   │
   DEBUG: 2025-11-07 06:15:13,999:      pdf_renderer.py:  470: printSegment: │  └──────────────┬──────────────────────┘   │
   DEBUG: 2025-11-07 06:15:13,999:      pdf_renderer.py:  470: printSegment: │                 │                           │
   DEBUG: 2025-11-07 06:15:14,000:      pdf_renderer.py:  470: printSegment: │  ┌──────────────▼──────────────────────┐   │
   DEBUG: 2025-11-07 06:15:14,001:      pdf_renderer.py:  470: printSegment: │  │  Marts Layer (Tables)               │   │
   DEBUG: 2025-11-07 06:15:14,002:      pdf_renderer.py:  470: printSegment: │  │  - customer_analytics               │   │
   DEBUG: 2025-11-07 06:15:14,002:      pdf_renderer.py:  470: printSegment: │  │  - product_analytics                │   │
   DEBUG: 2025-11-07 06:15:14,003:      pdf_renderer.py:  470: printSegment: │  └─────────────────────────────────────┘   │
   DEBUG: 2025-11-07 06:15:14,004:      pdf_renderer.py:  470: printSegment: └──────────────────┬──────────────────────────┘
   DEBUG: 2025-11-07 06:15:14,004:      pdf_renderer.py:  470: printSegment:                    │
   DEBUG: 2025-11-07 06:15:14,005:      pdf_renderer.py:  470: printSegment: ┌──────────────────▼──────────────────────────┐
   DEBUG: 2025-11-07 06:15:14,006:      pdf_renderer.py:  470: printSegment: │           Apache Airflow                    │
   DEBUG: 2025-11-07 06:15:14,007:      pdf_renderer.py:  470: printSegment: │  - Schedule DBT runs                        │
   DEBUG: 2025-11-07 06:15:14,008:      pdf_renderer.py:  470: printSegment: │  - Monitor execution                        │
   DEBUG: 2025-11-07 06:15:14,008:      pdf_renderer.py:  470: printSegment: │  - Handle failures                          │
   DEBUG: 2025-11-07 06:15:14,009:      pdf_renderer.py:  470: printSegment: └──────────────────┬──────────────────────────┘
   DEBUG: 2025-11-07 06:15:14,009:      pdf_renderer.py:  470: printSegment:                    │
   DEBUG: 2025-11-07 06:15:14,010:      pdf_renderer.py:  470: printSegment: ┌──────────────────▼──────────────────────────┐
   DEBUG: 2025-11-07 06:15:14,010:      pdf_renderer.py:  470: printSegment: │         Analytics & BI Tools                │
   DEBUG: 2025-11-07 06:15:14,011:      pdf_renderer.py:  470: printSegment: │  - Azure Data Studio                        │
   DEBUG: 2025-11-07 06:15:14,012:      pdf_renderer.py:  470: printSegment: │  - Tableau / Power BI                       │
   DEBUG: 2025-11-07 06:15:14,012:      pdf_renderer.py:  470: printSegment: │  - Custom Applications                      │
   DEBUG: 2025-11-07 06:15:14,013:      pdf_renderer.py:  470: printSegment: └─────────────────────────────────────────────┘
   DEBUG: 2025-11-07 06:15:14,014:      pdf_renderer.py:  470: printSegment: All running in Docker containers
   DEBUG: 2025-11-07 06:15:14,014:      pdf_renderer.py:  470: printSegment: !
   DEBUG: 2025-11-07 06:15:14,015:      pdf_renderer.py:  470: printSegment: Summary 
   DEBUG: 2025-11-07 06:15:14,016:      pdf_renderer.py:  470: printSegment: &
   DEBUG: 2025-11-07 06:15:14,016:      pdf_renderer.py:  470: printSegment:  Key Takeaways
   DEBUG: 2025-11-07 06:15:14,017:      pdf_renderer.py:  470: printSegment: Modern Data Engineering Principles
   DEBUG: 2025-11-07 06:15:14,017:      pdf_renderer.py:  470: printSegment: 1. ELT over ETL:
   DEBUG: 2025-11-07 06:15:14,018:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,019:      pdf_renderer.py:  470: printSegment: Load raw data first
   DEBUG: 2025-11-07 06:15:14,019:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,020:      pdf_renderer.py:  470: printSegment: Transform in warehouse
   DEBUG: 2025-11-07 06:15:14,021:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,021:      pdf_renderer.py:  470: printSegment: Leverage SQL
   DEBUG: 2025-11-07 06:15:14,022:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,022:      pdf_renderer.py:  470: printSegment: Faster iteration
   DEBUG: 2025-11-07 06:15:14,023:      pdf_renderer.py:  470: printSegment: 2. Code-Based Workflows:
   DEBUG: 2025-11-07 06:15:14,023:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,024:      pdf_renderer.py:  470: printSegment: Version control everything
   DEBUG: 2025-11-07 06:15:14,025:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,025:      pdf_renderer.py:  470: printSegment: Infrastructure as code
   DEBUG: 2025-11-07 06:15:14,026:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,026:      pdf_renderer.py:  470: printSegment: Reproducible pipelines
   DEBUG: 2025-11-07 06:15:14,027:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,028:      pdf_renderer.py:  470: printSegment: Collaborative development
   DEBUG: 2025-11-07 06:15:14,028:      pdf_renderer.py:  470: printSegment: 3. Modular Architecture:
   DEBUG: 2025-11-07 06:15:14,029:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,030:      pdf_renderer.py:  470: printSegment: Separate concerns
   DEBUG: 2025-11-07 06:15:14,030:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,031:      pdf_renderer.py:  470: printSegment: Reusable components
   DEBUG: 2025-11-07 06:15:14,031:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,032:      pdf_renderer.py:  470: printSegment: Clear dependencies
   DEBUG: 2025-11-07 06:15:14,032:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,033:      pdf_renderer.py:  470: printSegment: Easy to maintain
   DEBUG: 2025-11-07 06:15:14,034:      pdf_renderer.py:  470: printSegment: 4. Testing 
   DEBUG: 2025-11-07 06:15:14,034:      pdf_renderer.py:  470: printSegment: &
   DEBUG: 2025-11-07 06:15:14,035:      pdf_renderer.py:  470: printSegment:  Quality:
   DEBUG: 2025-11-07 06:15:14,035:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,036:      pdf_renderer.py:  470: printSegment: Test early and often
   DEBUG: 2025-11-07 06:15:14,037:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,037:      pdf_renderer.py:  470: printSegment: Automated validation
   DEBUG: 2025-11-07 06:15:14,038:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,039:      pdf_renderer.py:  470: printSegment: Data contracts
   DEBUG: 2025-11-07 06:15:14,039:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,040:      pdf_renderer.py:  470: printSegment: Continuous monitoring
   DEBUG: 2025-11-07 06:15:14,040:      pdf_renderer.py:  470: printSegment: 5. Documentation:
   DEBUG: 2025-11-07 06:15:14,041:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,042:      pdf_renderer.py:  470: printSegment: Self-documenting code
   DEBUG: 2025-11-07 06:15:14,042:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,043:      pdf_renderer.py:  470: printSegment: Generated documentation
   DEBUG: 2025-11-07 06:15:14,043:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,044:      pdf_renderer.py:  470: printSegment: Clear lineage
   DEBUG: 2025-11-07 06:15:14,045:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,045:      pdf_renderer.py:  470: printSegment: Business context
   DEBUG: 2025-11-07 06:15:14,046:      pdf_renderer.py:  470: printSegment: Technology Stack Comparison
   DEBUG: 2025-11-07 06:15:14,047:      pdf_renderer.py:  470: printSegment: | Component | Traditional | Modern |
   DEBUG: 2025-11-07 06:15:14,048:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2025-11-07 06:15:14,048:      pdf_renderer.py:  470: printSegment: |-----------|-------------|--------|
   DEBUG: 2025-11-07 06:15:14,049:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2025-11-07 06:15:14,049:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2025-11-07 06:15:14,049:      pdf_renderer.py:  470: printSegment: Transformation
   DEBUG: 2025-11-07 06:15:14,051:      pdf_renderer.py:  470: printSegment:  | Informatica, SSIS | DBT,
   DEBUG: 2025-11-07 06:15:14,051:      pdf_renderer.py:  470: printSegment: Dataform |
   DEBUG: 2025-11-07 06:15:14,052:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2025-11-07 06:15:14,052:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2025-11-07 06:15:14,053:      pdf_renderer.py:  470: printSegment: Orchestration
   DEBUG: 2025-11-07 06:15:14,053:      pdf_renderer.py:  470: printSegment:  | Control-M, Autosys | Airflow, Dagster |
   DEBUG: 2025-11-07 06:15:14,054:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2025-11-07 06:15:14,054:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2025-11-07 06:15:14,055:      pdf_renderer.py:  470: printSegment: Storage
   DEBUG: 2025-11-07 06:15:14,056:      pdf_renderer.py:  470: printSegment:  | On-prem warehouse | Cloud
   DEBUG: 2025-11-07 06:15:14,056:      pdf_renderer.py:  470: printSegment: warehouse |
   DEBUG: 2025-11-07 06:15:14,057:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2025-11-07 06:15:14,057:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2025-11-07 06:15:14,058:      pdf_renderer.py:  470: printSegment: Version Control
   DEBUG: 2025-11-07 06:15:14,059:      pdf_renderer.py:  470: printSegment:  | Limited | Git-based |
   DEBUG: 2025-11-07 06:15:14,059:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2025-11-07 06:15:14,060:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2025-11-07 06:15:14,060:      pdf_renderer.py:  470: printSegment: Testing
   DEBUG: 2025-11-07 06:15:14,061:      pdf_renderer.py:  470: printSegment:  | Manual | Automated |
   DEBUG: 2025-11-07 06:15:14,061:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2025-11-07 06:15:14,061:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2025-11-07 06:15:14,062:      pdf_renderer.py:  470: printSegment: Documentation
   DEBUG: 2025-11-07 06:15:14,063:      pdf_renderer.py:  470: printSegment:  | Separate
   DEBUG: 2025-11-07 06:15:14,063:      pdf_renderer.py:  470: printSegment: docs | Code-generated |
   DEBUG: 2025-11-07 06:15:14,064:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2025-11-07 06:15:14,064:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2025-11-07 06:15:14,065:      pdf_renderer.py:  470: printSegment: Deployment
   DEBUG: 2025-11-07 06:15:14,065:      pdf_renderer.py:  470: printSegment:  | Manual | CI/CD |
   DEBUG: 2025-11-07 06:15:14,066:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2025-11-07 06:15:14,066:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2025-11-07 06:15:14,067:      pdf_renderer.py:  470: printSegment: Scalability
   DEBUG: 2025-11-07 06:15:14,068:      pdf_renderer.py:  470: printSegment:  | Vertical | Horizontal |
   DEBUG: 2025-11-07 06:15:14,068:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2025-11-07 06:15:14,068:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2025-11-07 06:15:14,069:      pdf_renderer.py:  470: printSegment: Cost Model
   DEBUG: 2025-11-07 06:15:14,070:      pdf_renderer.py:  470: printSegment:  | Fixed |
   DEBUG: 2025-11-07 06:15:14,070:      pdf_renderer.py:  470: printSegment: Pay-per-use |
   DEBUG: 2025-11-07 06:15:14,071:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2025-11-07 06:15:14,071:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2025-11-07 06:15:14,072:      pdf_renderer.py:  470: printSegment: Skill Required
   DEBUG: 2025-11-07 06:15:14,073:      pdf_renderer.py:  470: printSegment:  | Tool-specific | SQL + Python |
   DEBUG: 2025-11-07 06:15:14,073:      pdf_renderer.py:  470: printSegment: Career Paths in Data Engineering
   DEBUG: 2025-11-07 06:15:14,074:      pdf_renderer.py:  470: printSegment: 1. Data Engineer:
   DEBUG: 2025-11-07 06:15:14,075:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,075:      pdf_renderer.py:  470: printSegment: Build data pipelines
   DEBUG: 2025-11-07 06:15:14,076:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,077:      pdf_renderer.py:  470: printSegment: Maintain infrastructure
   DEBUG: 2025-11-07 06:15:14,077:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,078:      pdf_renderer.py:  470: printSegment: Optimize performance
   DEBUG: 2025-11-07 06:15:14,078:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,079:      pdf_renderer.py:  470: printSegment: Tools: Python, SQL, Airflow, DBT
   DEBUG: 2025-11-07 06:15:14,080:      pdf_renderer.py:  470: printSegment: 2. Analytics Engineer:
   DEBUG: 2025-11-07 06:15:14,080:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,081:      pdf_renderer.py:  470: printSegment: DBT specialist
   DEBUG: 2025-11-07 06:15:14,081:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,082:      pdf_renderer.py:  470: printSegment: Data modeling
   DEBUG: 2025-11-07 06:15:14,083:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,083:      pdf_renderer.py:  470: printSegment: Business logic
   DEBUG: 2025-11-07 06:15:14,084:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,084:      pdf_renderer.py:  470: printSegment: Tools: SQL, DBT, Git
   DEBUG: 2025-11-07 06:15:14,085:      pdf_renderer.py:  470: printSegment: 3. Data Architect:
   DEBUG: 2025-11-07 06:15:14,085:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,086:      pdf_renderer.py:  470: printSegment: Design data systems
   DEBUG: 2025-11-07 06:15:14,087:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,087:      pdf_renderer.py:  470: printSegment: Choose technologies
   DEBUG: 2025-11-07 06:15:14,088:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,089:      pdf_renderer.py:  470: printSegment: Set standards
   DEBUG: 2025-11-07 06:15:14,089:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,090:      pdf_renderer.py:  470: printSegment: Strategic planning
   DEBUG: 2025-11-07 06:15:14,091:      pdf_renderer.py:  470: printSegment: 4. DataOps Engineer:
   DEBUG: 2025-11-07 06:15:14,091:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,092:      pdf_renderer.py:  470: printSegment: CI/CD pipelines
   DEBUG: 2025-11-07 06:15:14,092:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,093:      pdf_renderer.py:  470: printSegment: Monitoring 
   DEBUG: 2025-11-07 06:15:14,094:      pdf_renderer.py:  470: printSegment: &
   DEBUG: 2025-11-07 06:15:14,094:      pdf_renderer.py:  470: printSegment:  alerting
   DEBUG: 2025-11-07 06:15:14,095:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,096:      pdf_renderer.py:  470: printSegment: Infrastructure automation
   DEBUG: 2025-11-07 06:15:14,096:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,097:      pdf_renderer.py:  470: printSegment: Tools: Docker, Kubernetes, Terraform
   DEBUG: 2025-11-07 06:15:14,098:      pdf_renderer.py:  470: printSegment: 5. ML Engineer:
   DEBUG: 2025-11-07 06:15:14,098:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,099:      pdf_renderer.py:  470: printSegment: Feature engineering
   DEBUG: 2025-11-07 06:15:14,099:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,100:      pdf_renderer.py:  470: printSegment: Model deployment
   DEBUG: 2025-11-07 06:15:14,101:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,101:      pdf_renderer.py:  470: printSegment: ML pipelines
   DEBUG: 2025-11-07 06:15:14,102:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,103:      pdf_renderer.py:  470: printSegment: Tools: Python, Airflow, MLflow
   DEBUG: 2025-11-07 06:15:14,104:      pdf_renderer.py:  470: printSegment: Skills to Develop:
   DEBUG: 2025-11-07 06:15:14,104:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,105:      pdf_renderer.py:  470: printSegment: SQL (essential)
   DEBUG: 2025-11-07 06:15:14,105:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,106:      pdf_renderer.py:  470: printSegment: Python (important)
   DEBUG: 2025-11-07 06:15:14,107:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,108:      pdf_renderer.py:  470: printSegment: Cloud platforms (AWS/Azure/GCP)
   DEBUG: 2025-11-07 06:15:14,108:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,109:      pdf_renderer.py:  470: printSegment: Version control (Git)
   DEBUG: 2025-11-07 06:15:14,110:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,110:      pdf_renderer.py:  470: printSegment: Data modeling
   DEBUG: 2025-11-07 06:15:14,111:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,111:      pdf_renderer.py:  470: printSegment: Orchestration tools
   DEBUG: 2025-11-07 06:15:14,112:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,113:      pdf_renderer.py:  470: printSegment: Communication skills
   DEBUG: 2025-11-07 06:15:14,113:      pdf_renderer.py:  470: printSegment: Learning Resources
   DEBUG: 2025-11-07 06:15:14,114:      pdf_renderer.py:  470: printSegment: Official Documentation:
   DEBUG: 2025-11-07 06:15:14,115:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,116:      pdf_renderer.py:  470: printSegment: DBT: https://docs.getdbt.com/
   DEBUG: 2025-11-07 06:15:14,116:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,117:      pdf_renderer.py:  470: printSegment: Airflow: https://airflow.apache.org/docs/
   DEBUG: 2025-11-07 06:15:14,118:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,118:      pdf_renderer.py:  470: printSegment: Docker: https://docs.docker.com/
   DEBUG: 2025-11-07 06:15:14,119:      pdf_renderer.py:  470: printSegment: Online Courses:
   DEBUG: 2025-11-07 06:15:14,119:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,120:      pdf_renderer.py:  470: printSegment: DBT Fundamentals (free)
   DEBUG: 2025-11-07 06:15:14,120:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,121:      pdf_renderer.py:  470: printSegment: Airflow Fundamentals (Astronomer)
   DEBUG: 2025-11-07 06:15:14,121:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,122:      pdf_renderer.py:  470: printSegment: Data Engineering Zoomcamp (DataTalks.Club)
   DEBUG: 2025-11-07 06:15:14,123:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,123:      pdf_renderer.py:  470: printSegment: Coursera Data Engineering courses
   DEBUG: 2025-11-07 06:15:14,124:      pdf_renderer.py:  470: printSegment: Books:
   DEBUG: 2025-11-07 06:15:14,124:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:14,124:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2025-11-07 06:15:14,125:      pdf_renderer.py:  470: printSegment: Fundamentals of Data Engineering
   DEBUG: 2025-11-07 06:15:14,126:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2025-11-07 06:15:14,126:      pdf_renderer.py:  470: printSegment:  by Joe Reis
   DEBUG: 2025-11-07 06:15:14,126:      pdf_renderer.py:  470: printSegment: l
